PAIMS_ADDRESS.CIVIC_ADDRESS,PAIMS_ADDRESS.CITY,Data Conversion.CIVIC_ADDRESS,Data Conversion.CITY,ErrorCode,ErrorColumn
6558-hidden,Vancouver,6558-hidden,Vancouver,-1071607778,0
6559-hidden,Vancouver,6559-hidden,Vancouver,-1071607778,0
6560-hidden,Vancouver,6560-hidden,Vancouver,-1071607778,0
7976-hidden,Vernon, BC,7976-hidden,Vernon, BC,-1071607778,0
7986-hidden,Nanaimo,7986-hidden,Nanaimo,-1071607778,0
7996-hidden,Nanaimo,7996-hidden,Nanaimo,-1071607778,0
6728-hidden,Bowser,6728-hidden,Bowser,-1071607778,0
6736-hidden,Armstrong,6736-hidden,Armstrong,-1071607778,0
6747-hidden,Kaslp,6747-hidden,Kaslp,-1071607778,0
6748-hidden,Kaslo,6748-hidden,Kaslo,-1071607778,0
6756-hidden,Vernon,6756-hidden,Vernon,-1071607778,0
6757-hidden,Nanaimo,6757-hidden,Nanaimo,-1071607778,0
6758-hidden,Nanaimo,6758-hidden,Nanaimo,-1071607778,0
6759-hidden,Nanaimo,6759-hidden,Nanaimo,-1071607778,0
6760-hidden,Shawnigan Lake,6760-hidden,Shawnigan Lake,-1071607778,0
6776-hidden,Kaslo,6776-hidden,Kaslo,-1071607778,0
6777-hidden,Kaslo,6777-hidden,Kaslo,-1071607778,0
6778-hidden,Kaslo,6778-hidden,Kaslo,-1071607778,0
6779-hidden,Kaslo,6779-hidden,Kaslo,-1071607778,0
6780-hidden,Kaslo,6780-hidden,Kaslo,-1071607778,0
6781-hidden,Kaslo,6781-hidden,Kaslo,-1071607778,0
6782-hidden,Moyie,6782-hidden,Moyie,-1071607778,0
6783-hidden,Creston,6783-hidden,Creston,-1071607778,0
8696-hidden,,8696-hidden,,-1071607778,0
8706-hidden,Quesnel,8706-hidden,Quesnel,-1071607778,0
8707-hidden,Quesnel,8707-hidden,Quesnel,-1071607778,0
8708-hidden,Quesnel,8708-hidden,Quesnel,-1071607778,0
8709-hidden,Quesnel,8709-hidden,Quesnel,-1071607778,0
4907-hidden,Trail,4907-hidden,Trail,-1071607778,0
4908-hidden,Trail,4908-hidden,Trail,-1071607778,0
4916-hidden,Deerholme,4916-hidden,Deerholme,-1071607778,0
4926-hidden,Burnaby,4926-hidden,Burnaby,-1071607778,0
4927-hidden,Port Moody,4927-hidden,Port Moody,-1071607778,0
4928-hidden,Chilliwack,4928-hidden,Chilliwack,-1071607778,0
4929-hidden,Burnaby,4929-hidden,Burnaby,-1071607778,0
4930-hidden,Abbotsford,4930-hidden,Abbotsford,-1071607778,0
4931-hidden,Port Moody,4931-hidden,Port Moody,-1071607778,0
4932-hidden,Deerholme,4932-hidden,Deerholme,-1071607778,0
4933-hidden,Lake Cowichan,4933-hidden,Lake Cowichan,-1071607778,0
4934-hidden,Lake Cowichan,4934-hidden,Lake Cowichan,-1071607778,0
4935-hidden,Lake Cowichan,4935-hidden,Lake Cowichan,-1071607778,0
4936-hidden,Lake Cowichan,4936-hidden,Lake Cowichan,-1071607778,0
4937-hidden,Ladysmith,4937-hidden,Ladysmith,-1071607778,0
4938-hidden,Ladysmith,4938-hidden,Ladysmith,-1071607778,0
4939-hidden,Lake Cowichan,4939-hidden,Lake Cowichan,-1071607778,0
4940-hidden,Lake Cowichan,4940-hidden,Lake Cowichan,-1071607778,0
4941-hidden,Lake Cowichan,4941-hidden,Lake Cowichan,-1071607778,0
4942-hidden,Port Moody,4942-hidden,Port Moody,-1071607778,0
5778-hidden,Nanaimo,5778-hidden,Nanaimo,-1071607778,0
5779-hidden,Victoria,5779-hidden,Victoria,-1071607778,0
5780-hidden,Nanoose,5780-hidden,Nanoose,-1071607778,0
5786-hidden,Tatla Lake,5786-hidden,Tatla Lake,-1071607778,0
5787-hidden,Skulow Lake,5787-hidden,Skulow Lake,-1071607778,0
5788-hidden,Williams Lake,5788-hidden,Williams Lake,-1071607778,0
7556-hidden,Surrey,7556-hidden,Surrey,-1071607778,0
7557-hidden,Surrey,7557-hidden,Surrey,-1071607778,0
7566-hidden,OYAMA,7566-hidden,OYAMA,-1071607778,0
7576-hidden,OK Lake Park,7576-hidden,OK Lake Park,-1071607778,0
7586-hidden,Abbotsford,7586-hidden,Abbotsford,-1071607778,0
7596-hidden,Quesnel,7596-hidden,Quesnel,-1071607778,0
7606-hidden,Louis Creek,7606-hidden,Louis Creek,-1071607778,0
7607-hidden,Salmon Arm,7607-hidden,Salmon Arm,-1071607778,0
7626-hidden,Grindrod,7626-hidden,Grindrod,-1071607778,0
7636-hidden,Abbotsford,7636-hidden,Abbotsford,-1071607778,0
7637-hidden,Abbotsford,7637-hidden,Abbotsford,-1071607778,0
7638-hidden,Abbotsford,7638-hidden,Abbotsford,-1071607778,0
7646-hidden,Comox,7646-hidden,Comox,-1071607778,0
7656-hidden,Merritt,7656-hidden,Merritt,-1071607778,0
7666-hidden,150 Mile House,7666-hidden,150 Mile House,-1071607778,0
7667-hidden,,7667-hidden,,-1071607778,0
7668-hidden,Lac La Hache,7668-hidden,Lac La Hache,-1071607778,0
7669-hidden,,7669-hidden,,-1071607778,0
7670-hidden,Lac Lac Hache,7670-hidden,Lac Lac Hache,-1071607778,0
7676-hidden,Lac La Hache,7676-hidden,Lac La Hache,-1071607778,0
7677-hidden,Lac La Hache,7677-hidden,Lac La Hache,-1071607778,0
7678-hidden,,7678-hidden,,-1071607778,0
7679-hidden,Moyie,7679-hidden,Moyie,-1071607778,0
7686-hidden,Erickson,7686-hidden,Erickson,-1071607778,0
8006-hidden,Cobble Hill, BC,8006-hidden,Cobble Hill, BC,-1071607778,0
8016-hidden,Britannia BC,8016-hidden,Britannia BC,-1071607778,0
8026-hidden,Golden,8026-hidden,Golden,-1071607778,0
8036-hidden,Summerland, BC,8036-hidden,Summerland, BC,-1071607778,0
8046-hidden,Summerland, BC,8046-hidden,Summerland, BC,-1071607778,0
8056-hidden,Squamish,8056-hidden,Squamish,-1071607778,0
8066-hidden,Penticton, BC,8066-hidden,Penticton, BC,-1071607778,0
8076-hidden,Armstrong, BC,8076-hidden,Armstrong, BC,-1071607778,0
8086-hidden,Summerland, BC,8086-hidden,Summerland, BC,-1071607778,0
8096-hidden,Summerland,8096-hidden,Summerland,-1071607778,0
8097-hidden,Lytton,8097-hidden,Lytton,-1071607778,0
8106-hidden,Lac La Hache,8106-hidden,Lac La Hache,-1071607778,0
8107-hidden,100 Mile House,8107-hidden,100 Mile House,-1071607778,0
8116-hidden,Kelowna,8116-hidden,Kelowna,-1071607778,0
8117-hidden,Kelowna,8117-hidden,Kelowna,-1071607778,0
8118-hidden,Kelowna,8118-hidden,Kelowna,-1071607778,0
8119-hidden,Williams Lake,8119-hidden,Williams Lake,-1071607778,0
8120-hidden,Williams Lake,8120-hidden,Williams Lake,-1071607778,0
8126-hidden,Summerland, BC,8126-hidden,Summerland, BC,-1071607778,0
8127-hidden,Summerland, BC,8127-hidden,Summerland, BC,-1071607778,0
10286-hidden,Delta,10286-hidden,Delta,-1071607778,0
10287-hidden,Delta,10287-hidden,Delta,-1071607778,0
10296-hidden,Delta,10296-hidden,Delta,-1071607778,0
8716-hidden,Quesnel,8716-hidden,Quesnel,-1071607778,0
8717-hidden,Quesnel,8717-hidden,Quesnel,-1071607778,0
8718-hidden,Quesnel,8718-hidden,Quesnel,-1071607778,0
8726-hidden,Quesnel,8726-hidden,Quesnel,-1071607778,0
8746-hidden,Quesnel,8746-hidden,Quesnel,-1071607778,0
8756-hidden,Falkland,8756-hidden,Falkland,-1071607778,0
8766-hidden,Cobble Hill,8766-hidden,Cobble Hill,-1071607778,0
8776-hidden,Lone Butte,8776-hidden,Lone Butte,-1071607778,0
8796-hidden,Hope,8796-hidden,Hope,-1071607778,0
8827-hidden,SURREY,8827-hidden,SURREY,-1071607778,0
8836-hidden,Kelowna,8836-hidden,Kelowna,-1071607778,0
8846-hidden,Kelowna,8846-hidden,Kelowna,-1071607778,0
8856-hidden,Kelowna,8856-hidden,Kelowna,-1071607778,0
8866-hidden,Kelowna,8866-hidden,Kelowna,-1071607778,0
8867-hidden,Kelowna,8867-hidden,Kelowna,-1071607778,0
8868-hidden,Kelowna,8868-hidden,Kelowna,-1071607778,0
8869-hidden,Kelowna,8869-hidden,Kelowna,-1071607778,0
8876-hidden,Kelowna,8876-hidden,Kelowna,-1071607778,0
8886-hidden,Lac La Hache,8886-hidden,Lac La Hache,-1071607778,0
8896-hidden,Lone Butte,8896-hidden,Lone Butte,-1071607778,0
8897-hidden,Oliver,8897-hidden,Oliver,-1071607778,0
8906-hidden,Kelowna, BC,8906-hidden,Kelowna, BC,-1071607778,0
4827-hidden,Cowichan,4827-hidden,Cowichan,-1071607778,0
4828-hidden,Cowichan,4828-hidden,Cowichan,-1071607778,0
4829-hidden,Cowichan,4829-hidden,Cowichan,-1071607778,0
4830-hidden,Cowichan,4830-hidden,Cowichan,-1071607778,0
4831-hidden,Deerholme,4831-hidden,Deerholme,-1071607778,0
7189-hidden,Vernon,7189-hidden,Vernon,-1071607778,0
7190-hidden,Vernon,7190-hidden,Vernon,-1071607778,0
7196-hidden,Gray Creek,7196-hidden,Gray Creek,-1071607778,0
7197-hidden,Golden,7197-hidden,Golden,-1071607778,0
7207-hidden,Sparwood, BC,7207-hidden,Sparwood, BC,-1071607778,0
7208-hidden,Sparwood,7208-hidden,Sparwood,-1071607778,0
7209-hidden,Sparwood, BC,7209-hidden,Sparwood, BC,-1071607778,0
7210-hidden,Sparwood, BC,7210-hidden,Sparwood, BC,-1071607778,0
7216-hidden,Castlegar,7216-hidden,Castlegar,-1071607778,0
7226-hidden,Sparwood,7226-hidden,Sparwood,-1071607778,0
7236-hidden,Tappen,7236-hidden,Tappen,-1071607778,0
7246-hidden,New Denver,7246-hidden,New Denver,-1071607778,0
7247-hidden,New Denver,7247-hidden,New Denver,-1071607778,0
7256-hidden,Castlegar,7256-hidden,Castlegar,-1071607778,0
7266-hidden,Warfield,7266-hidden,Warfield,-1071607778,0
7276-hidden,New Denver,7276-hidden,New Denver,-1071607778,0
9410-hidden,FALKLAND,9410-hidden,FALKLAND,-1071607778,0
9411-hidden,Westwold,9411-hidden,Westwold,-1071607778,0
9416-hidden,Abbotsford, BC,9416-hidden,Abbotsford, BC,-1071607778,0
10346-hidden,Delta,10346-hidden,Delta,-1071607778,0
10507-hidden,BC,10507-hidden,BC,-1071607778,0
10508-hidden,BC,10508-hidden,BC,-1071607778,0
10526-hidden,DELTA,10526-hidden,DELTA,-1071607778,0
10556-hidden,Delta,10556-hidden,Delta,-1071607778,0
10576-hidden,Delta,10576-hidden,Delta,-1071607778,0
10577-hidden,Delta,10577-hidden,Delta,-1071607778,0
10578-hidden,Delta,10578-hidden,Delta,-1071607778,0
10579-hidden,Delta,10579-hidden,Delta,-1071607778,0
10596-hidden,Delta,10596-hidden,Delta,-1071607778,0
10597-hidden,Delta,10597-hidden,Delta,-1071607778,0
10616-hidden,Delta,10616-hidden,Delta,-1071607778,0
10617-hidden,Delta,10617-hidden,Delta,-1071607778,0
10626-hidden,Delta,10626-hidden,Delta,-1071607778,0
10656-hidden,Delta,10656-hidden,Delta,-1071607778,0
10657-hidden,Delta,10657-hidden,Delta,-1071607778,0
10666-hidden,Delta,10666-hidden,Delta,-1071607778,0
10746-hidden,Port Moody,10746-hidden,Port Moody,-1071607778,0
10747-hidden,PORT MOODY,10747-hidden,PORT MOODY,-1071607778,0
5050-hidden,Salmon Arm,5050-hidden,Salmon Arm,-1071607778,0
10297-hidden,Delta,10297-hidden,Delta,-1071607778,0
10306-hidden,Delta,10306-hidden,Delta,-1071607778,0
10307-hidden,Delta,10307-hidden,Delta,-1071607778,0
10316-hidden,Prince George BC,10316-hidden,Prince George BC,-1071607778,0
10326-hidden,Delta,10326-hidden,Delta,-1071607778,0
10327-hidden,Delta,10327-hidden,Delta,-1071607778,0
10676-hidden,Delta,10676-hidden,Delta,-1071607778,0
10686-hidden,Delta,10686-hidden,Delta,-1071607778,0
10687-hidden,Delta,10687-hidden,Delta,-1071607778,0
10688-hidden,Delta,10688-hidden,Delta,-1071607778,0
10696-hidden,Delta,10696-hidden,Delta,-1071607778,0
10706-hidden,PORT MOODY,10706-hidden,PORT MOODY,-1071607778,0
10716-hidden,Burnaby,10716-hidden,Burnaby,-1071607778,0
10726-hidden,PORT MOODY,10726-hidden,PORT MOODY,-1071607778,0
10727-hidden,Port Moody,10727-hidden,Port Moody,-1071607778,0
10728-hidden,Port Moody,10728-hidden,Port Moody,-1071607778,0
10729-hidden,Coquitlam,10729-hidden,Coquitlam,-1071607778,0
10730-hidden,Coquitlam,10730-hidden,Coquitlam,-1071607778,0
10731-hidden,Coquitlam,10731-hidden,Coquitlam,-1071607778,0
10732-hidden,Coquitlam,10732-hidden,Coquitlam,-1071607778,0
10733-hidden,Coquitlam,10733-hidden,Coquitlam,-1071607778,0
5299-hidden,Oliver,5299-hidden,Oliver,-1071607778,0
5300-hidden,Notch Hill,5300-hidden,Notch Hill,-1071607778,0
5301-hidden,Notch Hill,5301-hidden,Notch Hill,-1071607778,0
5302-hidden,Oliver,5302-hidden,Oliver,-1071607778,0
4832-hidden,Deerholme,4832-hidden,Deerholme,-1071607778,0
4833-hidden,Cowichan,4833-hidden,Cowichan,-1071607778,0
4836-hidden,Deerholme,4836-hidden,Deerholme,-1071607778,0
4837-hidden,Cowichan,4837-hidden,Cowichan,-1071607778,0
4838-hidden,Cowichan,4838-hidden,Cowichan,-1071607778,0
4839-hidden,Princeton,4839-hidden,Princeton,-1071607778,0
4840-hidden,Princeton,4840-hidden,Princeton,-1071607778,0
4841-hidden,Princeton,4841-hidden,Princeton,-1071607778,0
4842-hidden,Princeton,4842-hidden,Princeton,-1071607778,0
4843-hidden,Princeton,4843-hidden,Princeton,-1071607778,0
4844-hidden,Princeton,4844-hidden,Princeton,-1071607778,0
4845-hidden,Priniceton,4845-hidden,Priniceton,-1071607778,0
4846-hidden,Princeton,4846-hidden,Princeton,-1071607778,0
4847-hidden,Princeton,4847-hidden,Princeton,-1071607778,0
4848-hidden,Deerholme,4848-hidden,Deerholme,-1071607778,0
4849-hidden,Deerholme,4849-hidden,Deerholme,-1071607778,0
4850-hidden,Deerholme,4850-hidden,Deerholme,-1071607778,0
4851-hidden,Keremeos,4851-hidden,Keremeos,-1071607778,0
4852-hidden,Keremeos,4852-hidden,Keremeos,-1071607778,0
5566-hidden,Richmond,5566-hidden,Richmond,-1071607778,0
5567-hidden,Richmond,5567-hidden,Richmond,-1071607778,0
5576-hidden,Courtney Lake,5576-hidden,Courtney Lake,-1071607778,0
5587-hidden,Burns Lake,5587-hidden,Burns Lake,-1071607778,0
5588-hidden,Burns Lake,5588-hidden,Burns Lake,-1071607778,0
5589-hidden,Kaslo,5589-hidden,Kaslo,-1071607778,0
5871-hidden,Comox,5871-hidden,Comox,-1071607778,0
5872-hidden,Comox,5872-hidden,Comox,-1071607778,0
5880-hidden,Christina Lake,5880-hidden,Christina Lake,-1071607778,0
5881-hidden,Greenwood,5881-hidden,Greenwood,-1071607778,0
5886-hidden,Nelson,5886-hidden,Nelson,-1071607778,0
5887-hidden,Beasley,5887-hidden,Beasley,-1071607778,0
5888-hidden,Trail,5888-hidden,Trail,-1071607778,0
5889-hidden,near Castlegar,5889-hidden,near Castlegar,-1071607778,0
5890-hidden,near Castlegar,5890-hidden,near Castlegar,-1071607778,0
5891-hidden,Castlegar,5891-hidden,Castlegar,-1071607778,0
5892-hidden,Castlegar,5892-hidden,Castlegar,-1071607778,0
5893-hidden,Rossland,5893-hidden,Rossland,-1071607778,0
5894-hidden,Castlegar,5894-hidden,Castlegar,-1071607778,0
5896-hidden,Riondel,5896-hidden,Riondel,-1071607778,0
5906-hidden,Salmo,5906-hidden,Salmo,-1071607778,0
5916-hidden,Hope,5916-hidden,Hope,-1071607778,0
5926-hidden,Barriere,5926-hidden,Barriere,-1071607778,0
5927-hidden,Barriere,5927-hidden,Barriere,-1071607778,0
5928-hidden,Smithers,5928-hidden,Smithers,-1071607778,0
5936-hidden,Kamloops,5936-hidden,Kamloops,-1071607778,0
5946-hidden,Canim Lake,5946-hidden,Canim Lake,-1071607778,0
5947-hidden,Canim Lake,5947-hidden,Canim Lake,-1071607778,0
5956-hidden,Lower Nicola,5956-hidden,Lower Nicola,-1071607778,0
5966-hidden,Kamloops,5966-hidden,Kamloops,-1071607778,0
5967-hidden,Boston Bar, B.C.,5967-hidden,Boston Bar, B.C.,-1071607778,0
7277-hidden,Tappen,7277-hidden,Tappen,-1071607778,0
5051-hidden,Kelowna,5051-hidden,Kelowna,-1071607778,0
5052-hidden,Keremeos,5052-hidden,Keremeos,-1071607778,0
5053-hidden,Rosebery,5053-hidden,Rosebery,-1071607778,0
5056-hidden,Rossland,5056-hidden,Rossland,-1071607778,0
5057-hidden,Rossland,5057-hidden,Rossland,-1071607778,0
5058-hidden,Rossland,5058-hidden,Rossland,-1071607778,0
5059-hidden,Tugwell Creek,5059-hidden,Tugwell Creek,-1071607778,0
5066-hidden,Maple Ridge,5066-hidden,Maple Ridge,-1071607778,0
5067-hidden,Delta,5067-hidden,Delta,-1071607778,0
5068-hidden,Surrey,5068-hidden,Surrey,-1071607778,0
5069-hidden,Surrey,5069-hidden,Surrey,-1071607778,0
5070-hidden,Surrey,5070-hidden,Surrey,-1071607778,0
5071-hidden,Surrey,5071-hidden,Surrey,-1071607778,0
5072-hidden,Alberni,5072-hidden,Alberni,-1071607778,0
5073-hidden,New Westminster,5073-hidden,New Westminster,-1071607778,0
5074-hidden,New Westminster,5074-hidden,New Westminster,-1071607778,0
5075-hidden,Yarrow,5075-hidden,Yarrow,-1071607778,0
5076-hidden,Yarrow,5076-hidden,Yarrow,-1071607778,0
5077-hidden,Coquitlam,5077-hidden,Coquitlam,-1071607778,0
5078-hidden,Coquitlam,5078-hidden,Coquitlam,-1071607778,0
5079-hidden,New Westminster,5079-hidden,New Westminster,-1071607778,0
5086-hidden,Grand Forks,5086-hidden,Grand Forks,-1071607778,0
5087-hidden,Nakusp,5087-hidden,Nakusp,-1071607778,0
5088-hidden,Nakusp,5088-hidden,Nakusp,-1071607778,0
5089-hidden,Greenwood,5089-hidden,Greenwood,-1071607778,0
5090-hidden,Creston,5090-hidden,Creston,-1071607778,0
6247-hidden,Lower Nicola,6247-hidden,Lower Nicola,-1071607778,0
6248-hidden,Little Fort,6248-hidden,Little Fort,-1071607778,0
5303-hidden,Oliver,5303-hidden,Oliver,-1071607778,0
5304-hidden,Savona,5304-hidden,Savona,-1071607778,0
5305-hidden,Savona,5305-hidden,Savona,-1071607778,0
5306-hidden,Summerland,5306-hidden,Summerland,-1071607778,0
5307-hidden,Summerland,5307-hidden,Summerland,-1071607778,0
5308-hidden,Rural,5308-hidden,Rural,-1071607778,0
5309-hidden,Salmon Arm,5309-hidden,Salmon Arm,-1071607778,0
5316-hidden,Keremeos,5316-hidden,Keremeos,-1071607778,0
5317-hidden,Keremeos,5317-hidden,Keremeos,-1071607778,0
5326-hidden,Kamloops,5326-hidden,Kamloops,-1071607778,0
5327-hidden,Summerland,5327-hidden,Summerland,-1071607778,0
5328-hidden,Summerland,5328-hidden,Summerland,-1071607778,0
5336-hidden,Comox,5336-hidden,Comox,-1071607778,0
5337-hidden,Comox,5337-hidden,Comox,-1071607778,0
5346-hidden,Princeton,5346-hidden,Princeton,-1071607778,0
5347-hidden,Princeton,5347-hidden,Princeton,-1071607778,0
5348-hidden,Princeton,5348-hidden,Princeton,-1071607778,0
5349-hidden,Princeton,5349-hidden,Princeton,-1071607778,0
5350-hidden,Princeton,5350-hidden,Princeton,-1071607778,0
5351-hidden,Princeton,5351-hidden,Princeton,-1071607778,0
5352-hidden,Oliver,5352-hidden,Oliver,-1071607778,0
5353-hidden,Oliver,5353-hidden,Oliver,-1071607778,0
5354-hidden,Qualicum,5354-hidden,Qualicum,-1071607778,0
5356-hidden,Cowichan Bay,5356-hidden,Cowichan Bay,-1071607778,0
5366-hidden,Kamloops,5366-hidden,Kamloops,-1071607778,0
6561-hidden,Vancouver,6561-hidden,Vancouver,-1071607778,0
6562-hidden,Vancouver,6562-hidden,Vancouver,-1071607778,0
6563-hidden,Vancouver,6563-hidden,Vancouver,-1071607778,0
5590-hidden,Kaslo,5590-hidden,Kaslo,-1071607778,0
5591-hidden,Burns Lake,5591-hidden,Burns Lake,-1071607778,0
5592-hidden,Burns Lake,5592-hidden,Burns Lake,-1071607778,0
5593-hidden,Burns Lake,5593-hidden,Burns Lake,-1071607778,0
5594-hidden,Granisle,5594-hidden,Granisle,-1071607778,0
5595-hidden,Burns Lake,5595-hidden,Burns Lake,-1071607778,0
5596-hidden,Southbank,5596-hidden,Southbank,-1071607778,0
5597-hidden,Burns Lake,5597-hidden,Burns Lake,-1071607778,0
5598-hidden,Burns Lake,5598-hidden,Burns Lake,-1071607778,0
5599-hidden,Houston,5599-hidden,Houston,-1071607778,0
5600-hidden,Gransile,5600-hidden,Gransile,-1071607778,0
5601-hidden,Burns Lake,5601-hidden,Burns Lake,-1071607778,0
5602-hidden,Terrace,5602-hidden,Terrace,-1071607778,0
5603-hidden,Port Edward,5603-hidden,Port Edward,-1071607778,0
5604-hidden,Port Edward,5604-hidden,Port Edward,-1071607778,0
5606-hidden,Prince Rupert,5606-hidden,Prince Rupert,-1071607778,0
5607-hidden,Oona River,5607-hidden,Oona River,-1071607778,0
5616-hidden,Courtenay,5616-hidden,Courtenay,-1071607778,0
5617-hidden,Courtenay,5617-hidden,Courtenay,-1071607778,0
5618-hidden,Greenwood,5618-hidden,Greenwood,-1071607778,0
5619-hidden,Queen's Bay,5619-hidden,Queen's Bay,-1071607778,0
5620-hidden,Victoria,5620-hidden,Victoria,-1071607778,0
6786-hidden,Shawnigan Lake,6786-hidden,Shawnigan Lake,-1071607778,0
6796-hidden,Alberni,6796-hidden,Alberni,-1071607778,0
6806-hidden,Victoria,6806-hidden,Victoria,-1071607778,0
6807-hidden,Fort St. John,6807-hidden,Fort St. John,-1071607778,0
7278-hidden,Revelstoke, B.C.,7278-hidden,Revelstoke, B.C.,-1071607778,0
7286-hidden,Powell River,7286-hidden,Powell River,-1071607778,0
7287-hidden,Powell River,7287-hidden,Powell River,-1071607778,0
7288-hidden,Powell River,7288-hidden,Powell River,-1071607778,0
7289-hidden,Powell River,7289-hidden,Powell River,-1071607778,0
7290-hidden,Powell River,7290-hidden,Powell River,-1071607778,0
7296-hidden,Abbotsford,7296-hidden,Abbotsford,-1071607778,0
7306-hidden,Salmon Arm,7306-hidden,Salmon Arm,-1071607778,0
7307-hidden,Merritt,7307-hidden,Merritt,-1071607778,0
7308-hidden,Salmon Arm,7308-hidden,Salmon Arm,-1071607778,0
7316-hidden,Penticton,7316-hidden,Penticton,-1071607778,0
7326-hidden,Tofino, BC,7326-hidden,Tofino, BC,-1071607778,0
7336-hidden,West Vancouver,7336-hidden,West Vancouver,-1071607778,0
7337-hidden,West Vancouver,7337-hidden,West Vancouver,-1071607778,0
7338-hidden,West Vancouver,7338-hidden,West Vancouver,-1071607778,0
7339-hidden,West Vanvouver,7339-hidden,West Vanvouver,-1071607778,0
7340-hidden,West Vancouver,7340-hidden,West Vancouver,-1071607778,0
7341-hidden,West Vancouver,7341-hidden,West Vancouver,-1071607778,0
7346-hidden,West Vancouver,7346-hidden,West Vancouver,-1071607778,0
7356-hidden,Kamloops, BC,7356-hidden,Kamloops, BC,-1071607778,0
7366-hidden,Salmon Arm,7366-hidden,Salmon Arm,-1071607778,0
9607-hidden,Chilliwack, BC,9607-hidden,Chilliwack, BC,-1071607778,0
6256-hidden,Prince George,6256-hidden,Prince George,-1071607778,0
6257-hidden,Prince George,6257-hidden,Prince George,-1071607778,0
6258-hidden,Prince George,6258-hidden,Prince George,-1071607778,0
6259-hidden,Fort St. John,6259-hidden,Fort St. John,-1071607778,0
6260-hidden,Fort St. John,6260-hidden,Fort St. John,-1071607778,0
6261-hidden,Fort St. John,6261-hidden,Fort St. John,-1071607778,0
6262-hidden,Fort St. John,6262-hidden,Fort St. John,-1071607778,0
6263-hidden,Fort St. John,6263-hidden,Fort St. John,-1071607778,0
6264-hidden,Fort St. John,6264-hidden,Fort St. John,-1071607778,0
6265-hidden,Fort St. John,6265-hidden,Fort St. John,-1071607778,0
6266-hidden,Fort St. John,6266-hidden,Fort St. John,-1071607778,0
6267-hidden,Fort St. John,6267-hidden,Fort St. John,-1071607778,0
6268-hidden,Fort St. John,6268-hidden,Fort St. John,-1071607778,0
6269-hidden,Fort St. John,6269-hidden,Fort St. John,-1071607778,0
6270-hidden,Fort St. John,6270-hidden,Fort St. John,-1071607778,0
6271-hidden,McBride,6271-hidden,McBride,-1071607778,0
6272-hidden,Moyie,6272-hidden,Moyie,-1071607778,0
6273-hidden,Moyie,6273-hidden,Moyie,-1071607778,0
6274-hidden,Moyie,6274-hidden,Moyie,-1071607778,0
6276-hidden,Craigellachie,6276-hidden,Craigellachie,-1071607778,0
6286-hidden,Spallumcheen,6286-hidden,Spallumcheen,-1071607778,0
6287-hidden,Spallumcheen,6287-hidden,Spallumcheen,-1071607778,0
6296-hidden,Postill Lake,6296-hidden,Postill Lake,-1071607778,0
6306-hidden,Williams Lake,6306-hidden,Williams Lake,-1071607778,0
6307-hidden,Williams Lake,6307-hidden,Williams Lake,-1071607778,0
6316-hidden,Burnaby,6316-hidden,Burnaby,-1071607778,0
6317-hidden,Burnaby,6317-hidden,Burnaby,-1071607778,0
7687-hidden,Erickson,7687-hidden,Erickson,-1071607778,0
6566-hidden,Williams Lake,6566-hidden,Williams Lake,-1071607778,0
6576-hidden,Victoria,6576-hidden,Victoria,-1071607778,0
6577-hidden,Victoria,6577-hidden,Victoria,-1071607778,0
6578-hidden,Victoria,6578-hidden,Victoria,-1071607778,0
6579-hidden,Victoria,6579-hidden,Victoria,-1071607778,0
6586-hidden,Port Alberni,6586-hidden,Port Alberni,-1071607778,0
6587-hidden,Port Alberni,6587-hidden,Port Alberni,-1071607778,0
6588-hidden,Port Alberni,6588-hidden,Port Alberni,-1071607778,0
6589-hidden,Port Alberni,6589-hidden,Port Alberni,-1071607778,0
6590-hidden,Port Alberni,6590-hidden,Port Alberni,-1071607778,0
6591-hidden,Port Alberni,6591-hidden,Port Alberni,-1071607778,0
6592-hidden,Port Alberni,6592-hidden,Port Alberni,-1071607778,0
6593-hidden,Port Alberni,6593-hidden,Port Alberni,-1071607778,0
6596-hidden,Port Alberni,6596-hidden,Port Alberni,-1071607778,0
6597-hidden,Port Alberni,6597-hidden,Port Alberni,-1071607778,0
6598-hidden,Port Albreni,6598-hidden,Port Albreni,-1071607778,0
6599-hidden,Port Alberni,6599-hidden,Port Alberni,-1071607778,0
8136-hidden,Summerland BC,8136-hidden,Summerland BC,-1071607778,0
8146-hidden,Summerland, BC,8146-hidden,Summerland, BC,-1071607778,0
8156-hidden,Williams Lake,8156-hidden,Williams Lake,-1071607778,0
8157-hidden,Rock Creek,8157-hidden,Rock Creek,-1071607778,0
8166-hidden,Summerland,8166-hidden,Summerland,-1071607778,0
6808-hidden,Victoria,6808-hidden,Victoria,-1071607778,0
6816-hidden,Westbank,6816-hidden,Westbank,-1071607778,0
6826-hidden,Nanaimo,6826-hidden,Nanaimo,-1071607778,0
6827-hidden,Nanaimo,6827-hidden,Nanaimo,-1071607778,0
6828-hidden,Victoria,6828-hidden,Victoria,-1071607778,0
6829-hidden,Victoria,6829-hidden,Victoria,-1071607778,0
6830-hidden,Comox,6830-hidden,Comox,-1071607778,0
6831-hidden,Victoria,6831-hidden,Victoria,-1071607778,0
6832-hidden,Victoria,6832-hidden,Victoria,-1071607778,0
6836-hidden,Victoria,6836-hidden,Victoria,-1071607778,0
